Paper	Date	ISSN	TextblockID	Label	URL
Tapio	25/01/1862	1458-8609	P2_TB00010	Runo entisestä Niemelän herrasta	http://digi.kansalliskirjasto.fi/sanomalehti/binding/441112?page=2
Tapio	25/01/1862	1458-8609	P2_TB00011	Runo entisestä Niemelän herrasta	http://digi.kansalliskirjasto.fi/sanomalehti/binding/441112?page=2
Tapio	25/01/1862	1458-8609	P2_TB00012	Runo entisestä Niemelän herrasta	http://digi.kansalliskirjasto.fi/sanomalehti/binding/441112?page=2
Tapio	25/01/1862	1458-8609	P2_TB00007	Runo entisestä Niemelän herrasta	http://digi.kansalliskirjasto.fi/sanomalehti/binding/441112?page=2
Tapio	25/01/1862	1458-8609	P2_TB00006	Runo entisestä Niemelän herrasta	http://digi.kansalliskirjasto.fi/sanomalehti/binding/441112?page=2
Tapio	25/01/1862	1458-8609	P2_TB00005	Runo entisestä Niemelän herrasta	http://digi.kansalliskirjasto.fi/sanomalehti/binding/441112?page=2
Tapio	25/01/1862	1458-8609	P2_TB00004	Runo entisestä Niemelän herrasta	http://digi.kansalliskirjasto.fi/sanomalehti/binding/441112?page=2
Tapio	25/01/1862	1458-8609	P2_TB00003	Runo entisestä Niemelän herrasta	http://digi.kansalliskirjasto.fi/sanomalehti/binding/441112?page=2
Suomen Julkisia Sanomia	10/10/1864	1457-4667	P3_TB00002	Suomenkielinen valitusruno (Juteini)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/456487?page=3
Suomen Julkisia Sanomia	10/10/1864	1457-4667	P3_TB00003	Suomenkielinen valitusruno (Juteini)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/456487?page=3
Suomen Julkisia Sanomia	10/10/1864	1457-4667	P3_TB00004	Suomenkielinen valitusruno (Juteini)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/456487?page=3
Suomen Julkisia Sanomia	10/10/1864	1457-4667	P3_TB00022	Suomenkielinen valitusruno (Juteini)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/456487?page=3
Suomen Julkisia Sanomia	10/10/1864	1457-4667	P3_TB00007	Suomenkielinen valitusruno (Juteini)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/456487?page=3
Suomen Julkisia Sanomia	10/10/1864	1457-4667	P3_TB00008	Suomenkielinen valitusruno (Juteini)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/456487?page=3
Suomen Julkisia Sanomia	10/10/1864	1457-4667	P3_TB00009	Suomenkielinen valitusruno (Juteini)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/456487?page=3
Suomen Julkisia Sanomia	10/10/1864	1457-4667	P3_TB00010	Suomenkielinen valitusruno (Juteini)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/456487?page=3
Suomen Julkisia Sanomia	10/10/1864	1457-4667	P3_TB00011	Suomenkielinen valitusruno (Juteini)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/456487?page=3
Suomen Julkisia Sanomia	10/10/1864	1457-4667	P3_TB00012	Suomenkielinen valitusruno (Juteini)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/456487?page=3
Suomen Julkisia Sanomia	10/10/1864	1457-4667	P3_TB00013	Suomenkielinen valitusruno (Juteini)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/456487?page=3
Kansan Lehti	31/12/1870	1458-0926	P1_TB00003	Runo isænman sortajille ja puolustajille	http://digi.kansalliskirjasto.fi/sanomalehti/binding/431065?page=1
Kansan Lehti	31/12/1870	1458-0926	P2_TB00005	Runo isænman sortajille ja puolustajille	http://digi.kansalliskirjasto.fi/sanomalehti/binding/431065?page=2
Oulun Wiikko-Sanomia	30/11/1872	1457-4527	P1_TB00026	Lepokammio Perhossa 	http://digi.kansalliskirjasto.fi/sanomalehti/binding/484777?page=1
Oulun Wiikko-Sanomia	30/11/1872	1457-4527	P1_TB00001	Lepokammio Perhossa 	http://digi.kansalliskirjasto.fi/sanomalehti/binding/484777?page=1
Oulun Wiikko-Sanomia	30/11/1872	1457-4527	P1_TB00002	Lepokammio Perhossa 	http://digi.kansalliskirjasto.fi/sanomalehti/binding/484777?page=1
Oulun Wiikko-Sanomia	30/11/1872	1457-4527	P1_TB00004	Lepokammio Perhossa 	http://digi.kansalliskirjasto.fi/sanomalehti/binding/484777?page=1
Päijänne	5/11/1878	1458-2600	P5_TB00011	(nimetön runo koskesta)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/463901?page=5
Oulun Wiikko-Sanomia	5/6/1875	1457-4527	P2_TB00002	(nimetön runo)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/489978?page=2
Oulun Wiikko-Sanomia	5/6/1875	1457-4527	P2_TB00003	(nimetön runo)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/489978?page=2
Oulun Wiikko-Sanomia	5/6/1875	1457-4527	P2_TB00004	(nimetön runo)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/489978?page=2
Oulun Wiikko-Sanomia	5/6/1875	1457-4527	P2_TB00005	(nimetön runo)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/489978?page=2
Oulun Wiikko-Sanomia	5/6/1875	1457-4527	P2_TB00006	(nimetön runo)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/489978?page=2
Päijänne	10/12/1878	1458-2600	P4_TB00068	Lapsen aamulaulu	http://digi.kansalliskirjasto.fi/sanomalehti/binding/464025?page=4
Päijänne	10/12/1878	1458-2600	P4_TB00067	Lapsen aamulaulu	http://digi.kansalliskirjasto.fi/sanomalehti/binding/464025?page=4
Päijänne	10/12/1878	1458-2600	P4_TB00066	Lapsen aamulaulu	http://digi.kansalliskirjasto.fi/sanomalehti/binding/464025?page=4
Päijänne	10/12/1878	1458-2600	P4_TB00065	Lapsen aamulaulu	http://digi.kansalliskirjasto.fi/sanomalehti/binding/464025?page=4
Päijänne	10/12/1878	1458-2600	P4_TB00064	Lapsen aamulaulu	http://digi.kansalliskirjasto.fi/sanomalehti/binding/464025?page=4
Matti Meikäläinen	4/5/1889	1458-2414	P1_TB00018	Tuusulan herroista	http://digi.kansalliskirjasto.fi/aikakausi/binding/1002127?page=1
Matti Meikäläinen	4/5/1889	1458-2414	P1_TB00019	Tuusulan herroista	http://digi.kansalliskirjasto.fi/aikakausi/binding/1002127?page=1
Matti Meikäläinen	4/5/1889	1458-2414	P1_TB00021	Tuusulan herroista	http://digi.kansalliskirjasto.fi/aikakausi/binding/1002127?page=1
Matti Meikäläinen	4/5/1889	1458-2414	P1_TB00023	Tuusulan herroista	http://digi.kansalliskirjasto.fi/aikakausi/binding/1002127?page=1
Matti Meikäläinen	4/5/1889	1458-2414	P1_TB00024	Tuusulan herroista	http://digi.kansalliskirjasto.fi/aikakausi/binding/1002127?page=1
Matti Meikäläinen	4/5/1889	1458-2414	P1_TB00027	Tuusulan herroista	http://digi.kansalliskirjasto.fi/aikakausi/binding/1002127?page=1
Matti Meikäläinen	4/5/1889	1458-2414	P1_TB00029	Tuusulan herroista	http://digi.kansalliskirjasto.fi/aikakausi/binding/1002127?page=1
Matti Meikäläinen	4/5/1889	1458-2414	P1_TB00030	Tuusulan herroista	http://digi.kansalliskirjasto.fi/aikakausi/binding/1002127?page=1
Matti Meikäläinen	4/5/1889	1458-2414	P1_TB00017	Tuusulan herroista	http://digi.kansalliskirjasto.fi/aikakausi/binding/1002127?page=1
Matti Meikäläinen	4/5/1889	1458-2414	P1_TB00020	Tuusulan herroista	http://digi.kansalliskirjasto.fi/aikakausi/binding/1002127?page=1
Matti Meikäläinen	4/5/1889	1458-2414	P1_TB00022	Tuusulan herroista	http://digi.kansalliskirjasto.fi/aikakausi/binding/1002127?page=1
Matti Meikäläinen	4/5/1889	1458-2414	P1_TB00025	Tuusulan herroista	http://digi.kansalliskirjasto.fi/aikakausi/binding/1002127?page=1
Matti Meikäläinen	4/5/1889	1458-2414	P1_TB00026	Tuusulan herroista	http://digi.kansalliskirjasto.fi/aikakausi/binding/1002127?page=1
Matti Meikäläinen	4/5/1889	1458-2414	P1_TB00028	Tuusulan herroista	http://digi.kansalliskirjasto.fi/aikakausi/binding/1002127?page=1
Matti Meikäläinen	4/5/1889	1458-2414	P1_TB00031	Tuusulan herroista	http://digi.kansalliskirjasto.fi/aikakausi/binding/1002127?page=1
Valvoja	1/5/1889	fk03927	P47_TB00004	Ikävöivä	http://digi.kansalliskirjasto.fi/aikakausi/binding/844247?page=47
Valvoja	1/5/1889	fk03927	P47_TB00005	Ikävöivä	http://digi.kansalliskirjasto.fi/aikakausi/binding/844247?page=47
Valvoja	1/5/1889	fk03927	P47_TB00006	Ikävöivä	http://digi.kansalliskirjasto.fi/aikakausi/binding/844247?page=47
Valvoja	1/5/1889	fk03927	P47_TB00007	Ikävöivä	http://digi.kansalliskirjasto.fi/aikakausi/binding/844247?page=47
Valvoja	1/5/1889	fk03927	P47_TB00008	Ikävöivä	http://digi.kansalliskirjasto.fi/aikakausi/binding/844247?page=47
Valvoja	1/5/1889	fk03927	P47_TB00009	Ikävöivä	http://digi.kansalliskirjasto.fi/aikakausi/binding/844247?page=47
Valvoja	1/5/1889	fk03927	P47_TB00010	Ikävöivä	http://digi.kansalliskirjasto.fi/aikakausi/binding/844247?page=47
Tampereen Sanomat	25/07/1888	1458-2694	P3_TB00015	(nimetön runo viinasta)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/573232?page=3&ocr=true
Tampereen Sanomat	25/07/1888	1458-2694	P3_TB00016	(nimetön runo viinasta)	http://digi.kansalliskirjasto.fi/sanomalehti/binding/573232?page=3&ocr=true
