paper,date,issn,textid,lbl,no,url
Sanan Saattaja Wiipurista,,1457-4586,,"Haudan Kaivaja. Katsos, mitä kaivan tässä",38,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415585
Sanan Saattaja Wiipurista,,1457-4586,,Hauta-Piirroksia. Ottakai vastahan kutsumus varhain,10,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415604
Sanan Saattaja Wiipurista,,1457-4586,,Hauta-piirroksia. Waiva on nyt voitettuna,35,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415631
Sanan Saattaja Wiipurista,,1457-4586,,Hautapiirros. Tyynen ruumillesi tuokoon,7,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415719
Sanan Saattaja Wiipurista,,1457-4586,,Hautaus-virsi. Ah! Isä muista meitä,46,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415571
Sanan Saattaja Wiipurista,,1457-4586,,Herran Rukous. Isä! joka iäisesti,12,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415511
Sanan Saattaja Wiipurista,,1457-4586,,Huokaus. Luoja! joka laveuden,15,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415534
Sanan Saattaja Wiipurista,,1457-4586,,Ihmisen Arvo. Ihminen on aivan,31,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415591
Sanan Saattaja Wiipurista,,1457-4586,,"Imatra. Ryöppyää, rajuaa Muualda lähetetty. n.r.",43,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415808
Sanan Saattaja Wiipurista,,1457-4586,,"Imatran Koski, Ruokolahden Pitäjässä, Wiipurin Lääniä. Kauas kuulupi kohina",25,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415610
Sanan Saattaja Wiipurista,,1457-4586,,J--n vanha kynä-veitsi tauluun liitettynä. 1840. Kirjoittajan kynä- veitsi W-s-,51,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415738
Sanan Saattaja Wiipurista,,1457-4586,,Julistus Jumalan kunniasta. Walkeuden valmistaja,1,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122412
Sanan Saattaja Wiipurista,,1457-4586,,Julkinen Jumalan kiitos. Luoja! joka jalommasti,15,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415534
Sanan Saattaja Wiipurista,,1457-4586,,"Juteini, J.: Isän ja Pojan laulu. Poika. Mistä Suomi leivän saa. Isä. Kyllä peldo meille tuo.",11,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415642
Sanan Saattaja Wiipurista,,1457-4586,,"Juteini, J.: Laulu Elämän Nautinnosta. Luonnon suuren lapsukaiset avaruuden alla",26,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415549
Sanan Saattaja Wiipurista,,1457-4586,,Juteini: Kehoitus tupakkaa polttamaan. Piippu tekee poika-nulkin,7,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415634
Sanan Saattaja Wiipurista,,1457-4586,,Juteini: Lapsen laulu. Lapsi olen laulavainen,42,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415783
Sanan Saattaja Wiipurista,,1457-4586,,Juteini: Laulu Suomessa. Arvon mekin ansaitsemme,35,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415803
Sanan Saattaja Wiipurista,,1457-4586,,Juteini: Laulu. Kyllä on Suomessa luminen luondo,32,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415784
Sanan Saattaja Wiipurista,,1457-4586,,Juteini: Lähetys-Kirja Hekumaiselle Tytölle. Älä kanna kauneutta,20,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415612
Sanan Saattaja Wiipurista,,1457-4586,,Juteini: Naima-Laulu. Metsän lindu laulavainen,15,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415619
Sanan Saattaja Wiipurista,,1457-4586,,Juteini: Neitosen Laulu Meri-miehelle. Lainehet loiskuvat,47,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415785
Sanan Saattaja Wiipurista,,1457-4586,,Juteini: Nuuskasta. Näköisä on nuuska-sarvi,7,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415634
Sanan Saattaja Wiipurista,,1457-4586,,Juteini: Ruumiin Haudalla. Täällä osa olendomme,14,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415624
Sanan Saattaja Wiipurista,,1457-4586,,"Juteini: Sovindo-Laulu. Rauha, järjen runsas valo",49,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122430
Sanan Saattaja Wiipurista,,1457-4586,,Juteini: Suomen Oppineille ja Wirkamiehille. Suomen kansa aivan kauan,46,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415514
Sanan Saattaja Wiipurista,,1457-4586,,Juteini: Äidin Helma. Syvembää ei salaisuutta,39,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415759
Sanan Saattaja Wiipurista,,1457-4586,,Järjestä ja Tyhmyydestä. Tyhmä takaa taitonsa,23,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415550
Sanan Saattaja Wiipurista,,1457-4586,,"Katumus-Wirsi. O! Herra, hurskas Waldias!",13,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415810
Sanan Saattaja Wiipurista,,1457-4586,,Kehoitus Suomen Kielen harjoitukseen. Kyll on monda meijän maassa Muualda lähetetty.,51,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415792
Sanan Saattaja Wiipurista,,1457-4586,,"Keisarinnalle Aleksandralle Tuldua, iloksi Isämme maan. Suomelle onnea osottamaan, ensi-kerran 10. päivänä kesä-kuuta vuonna 1833. Walda- kunnan kallis Äiti!",4,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415588
Sanan Saattaja Wiipurista,,1457-4586,,"Kerju-poika. Miehen toimi, naisen toivo",43,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415508
Sanan Saattaja Wiipurista,,1457-4586,,"Kesti-Laulu. Nautitse, naapuri, ilolla aina",23,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415651
Sanan Saattaja Wiipurista,,1457-4586,,"Kiitos Runo. Paavo Korhoselta, jolle Suomen Kirjallisuuden Seura lah- joitti Kultalan kirjan. Soisin Suomeni hyväksi",21,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415794
Sanan Saattaja Wiipurista,,1457-4586,,"Kirkko-Tarha. Harvoin välillä syndymän, haudan",4,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415548
Sanan Saattaja Wiipurista,,1457-4586,,"Korhonen, Paavo: Waka vanha poika. Tämä vaka vanha poika",19,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415598
Sanan Saattaja Wiipurista,,1457-4586,,Kunnian Osotus Wäinämöisen Kuvalle Wanhassa Wiipurissa vuonna 1831. Wäinämöinen voimallinen,39,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415541
Sanan Saattaja Wiipurista,,1457-4586,,Kysymys. Mitä sanois mieli puoli,47,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415504
Sanan Saattaja Wiipurista,,1457-4586,,Laki ja Armo-liitto. Ehtiväiset elämään!,51,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415609
Sanan Saattaja Wiipurista,,1457-4586,,"Laulu Lasten Kirjassa. Kuin on lapsen luondo, mieli",11,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=415567
